Experiment Index,Model,Sample Size,R²,MAE,RMSE,Accuracy,Explained Variance,MedAE,Max Error,RAE,sMAPE,Bias,PICP,CV,Quantile Loss,Durbin-Watson,SHAP Match Percentage,Top SHAP Features
47,XGBoost,2000,0.9627974310950107,42.669938278198245,71.00432942681131,0.9628468095596924,0.9628468095596924,24.4696044921875,606.849609375,0.14744051144066594,3.8981505407221615,2.5868256378173826,1.0,0.3356052,21.334969139099123,2.0273154595284817,100.0,"{'Annual kilometers': 192.8611, 'Age': 174.34354, 'Business Use': 108.5904, 'State': 87.733025, 'Gender': 16.387938}"
48,XGBoost,5000,0.9681348522559345,40.693328033447266,64.0080546487513,0.9681423676031585,0.9681423676031585,24.706787109375,432.69677734375,0.14505525591289142,4.189080791267676,-0.9829947204589844,1.0,0.3446903,20.346664016723633,2.053302975943337,100.0,"{'Annual kilometers': 197.17014, 'Age': 161.39442, 'Business Use': 107.41234, 'State': 85.740685, 'Gender': 17.137016}"
49,XGBoost,100,0.8028572806116367,127.91845397949218,202.3754148229826,0.8071655106057258,0.8071655106057258,68.79376220703125,629.02587890625,0.3434052455825294,12.737326919846412,29.916915893554688,1.0,0.3721946,63.95922698974609,2.5717282639206895,80.0,"{'Age': 175.10974, 'Annual kilometers': 165.11305, 'Business Use': 82.24584, 'Sum Insured Amount': 37.915424, 'State': 24.943478}"
50,XGBoost,1000,0.9507458903074238,53.368912353515626,80.44908685466802,0.9507811912368064,0.9507811912368064,31.45135498046875,340.50244140625,0.18209872754689427,5.140943487267942,2.1537384033203124,1.0,0.32096717,26.684456176757813,2.1727053586036615,100.0,"{'Annual kilometers': 191.2452, 'Age': 186.38617, 'Business Use': 108.53907, 'State': 91.27298, 'Gender': 11.653282}"
51,XGBoost,2000,0.9486163561685219,52.09628791809082,86.12533011102416,0.9486677200381465,0.9486677200381465,30.29376220703125,645.35009765625,0.17609467171921148,4.97259725454345,-2.7229979705810545,1.0,0.34808624,26.04814395904541,1.9544800476092477,100.0,"{'Annual kilometers': 177.32553, 'Age': 167.00763, 'Business Use': 115.05406, 'State': 86.136086, 'Gender': 15.563128}"
52,XGBoost,5000,0.967099546935348,44.767598236083984,70.42091727031126,0.9673145361744278,0.9673145361744278,27.71630859375,566.5025634765625,0.14367111700701565,4.20746067482776,-5.692579437255859,1.0,0.35091895,22.383799118041992,1.8926000763930868,100.0,"{'Annual kilometers': 196.83582, 'Age': 169.38602, 'Business Use': 104.212555, 'State': 82.23033, 'Gender': 15.369514}"
53,XGBoost,100,0.6207472801247236,116.815185546875,144.52492356136923,0.6247165583187648,0.6247165583187648,89.5460205078125,367.3687744140625,0.5941769356402594,11.955540673142998,-14.78543701171875,0.95,0.18473817,58.4075927734375,1.9288509828901137,80.0,"{'Annual kilometers': 158.21045, 'Age': 157.47215, 'Business Use': 61.86344, 'State': 33.123367, 'Parking Location': 21.606136}"
54,XGBoost,1000,0.9604574509090983,47.8763525390625,69.56711077520433,0.9604791744827823,0.9604791744827823,33.762115478515625,357.9542236328125,0.16805044192617222,4.8046460309905985,1.6305618286132812,1.0,0.33823946,23.93817626953125,2.0381707713206674,100.0,"{'Annual kilometers': 185.61201, 'Age': 160.48811, 'Business Use': 109.81146, 'State': 88.100586, 'Gender': 15.910467}"
55,XGBoost,2000,0.9752057635453629,34.74786659240723,52.10019649694666,0.9752478889784125,0.9752478889784125,21.63592529296875,248.912109375,0.1307181081554946,3.422582461779101,2.147514877319336,1.0,0.3257767,17.373933296203614,2.020056543726541,100.0,"{'Annual kilometers': 189.28961, 'Age': 167.65749, 'Business Use': 103.762405, 'State': 84.05919, 'Gender': 15.40468}"
56,XGBoost,5000,0.9736749454325385,37.508976043701175,58.909461620124844,0.9736768336009504,0.9736768336009504,22.54547119140625,468.294677734375,0.13289053246095278,3.6727460145181454,0.4989083557128906,1.0,0.34807113,18.754488021850587,2.024314846619763,100.0,"{'Annual kilometers': 197.92728, 'Age': 171.70338, 'Business Use': 109.35521, 'State': 85.24042, 'Gender': 15.684829}"
57,XGBoost,100,0.7523945729552692,149.38943481445312,211.5828709777061,0.7858223748153351,0.7858223748153351,123.760986328125,691.053466796875,0.48378974323797125,12.62252253802067,-77.74175415039062,0.95,0.30607185,74.69471740722656,1.955259145219079,80.0,"{'Age': 166.19847, 'Annual kilometers': 131.1876, 'Business Use': 91.02934, 'State': 55.58415, 'Sum Insured Amount': 29.830883}"
58,XGBoost,1000,0.9430542233819874,52.88155746459961,88.37754916408794,0.9434472766625432,0.9434472766625432,32.70989990234375,529.65673828125,0.17482067181856611,4.682319719525322,-7.342380828857422,1.0,0.32479468,26.440778732299805,2.075195157484841,100.0,"{'Annual kilometers': 183.72789, 'Age': 162.79291, 'Business Use': 106.4104, 'State': 89.110535, 'Gender': 12.276356}"
